Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
Unión Eléctrica pronostica déficit de 750 MW durante el horario pico nocturno,2024-06-12 09:56:00,"Foto: Archivo/Cubadebate. A las 06:00 horas se comenzó a afectar el servicio por déficit de capacidad de generación, la disponibilidad del SEN a las 07:00 horas es de 2220 MW y la demanda 2315 MW con 141 MW afectados, se estima para el horario del mediodía una máxima afectación de 550 MW . Se encuentra en avería la unidad 6 de la CTE Mariel, la unidad 6 de la CTE Rente y la unidad 2 de la CTE Felton . Se encuentran en mantenimiento la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas y la unidad 5 de la CTE Rente . Las limitaciones en la generación térmica son de 332 MW. Se encuentran fuera de servicio por combustible 41 centrales de generación distribuida y la unidad 3 de la CTE Cienfuegos (135 MW), para un total de 381 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 100 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2320 MW y una demanda máxima de 3000 MW, para un déficit de 680 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 750 MW en este horario . En el día de ayer la afectación al servicio por déficit de capacidad se mantuvo las 24 horas del día, a las 02:43 horas de la madrugada de hoy quedo restablecida la afectación. La máxima afectación en el día fue 741 MW a las 20:20 horas , coincidente con la hora pico. (Con información de UNE-MINEM)","Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",25,http://www.cubadebate.cu/noticias/2024/06/12/union-electrica-pronostica-deficit-de-750-mw-durante-el-horario-pico-nocturno/
Unión Eléctrica pronostica déficit de 575 MW durante el horario pico nocturno,2024-06-11 08:54:00,"En el día de ayer se afectó el servicio por déficit de capacidad desde las 09:05 horas de la mañana , la afectación se ha mantenido durante toda la madrugada de hoy. La máxima afectación en el día fue 607 MW a las 19:30 horas, no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2130 MW la demanda 2340 MW con 245 MW afectados por déficit de capacidad de generación, se estima para el horario del mediodía una máxima afectación de 550 MW. Se encuentra en avería las unidades 6 y 8 de la CTE Mariel, la unidad 3 de la CTE Cienfuegos, la unidad 6 de la CTE Rente y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 313 MW. Se encuentran fuera de servicio por combustible 43 centrales de generación distribuida, para un total de 249 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 100 MW , la entrada de la unidad 3 de la CTE Cienfuegos con 135 MW y la entrada de la unidad 8 de la CTE Mariel con 80 MW (en proceso de arranque). Con este pronóstico, se estima para la hora pico una disponibilidad de 2445 MW y una demanda máxima de 2950 MW, para un déficit de 505 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 575 MW en este horario. (Con información de UNE-MINEM)","Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",18,http://www.cubadebate.cu/noticias/2024/06/11/union-electrica-pronostica-deficit-de-575-mw-durante-el-horario-pico-nocturno/
Unión Eléctrica pronostica un déficit de 390 MW durante pico nocturno,2024-06-09 09:26:00,"Este sábado se afectó el servicio por déficit de capacidad desde las 07:06 horas de la mañana concentrada la afectación en la zona centro oriental por altas transferencia, el servicio quedo restablecido a las 03:20 horas de la madrugada de hoy. La máxima afectación en el día fue 661 MW a las 20:10 horas, no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2050 MW la demanda 2203 MW con 230 MW afectado por déficit de generación, se estima para el horario del mediodía una máxima afectación de 500 MW fundamentalmente en la zona centro oriental debido a altas transferencias. Se encuentra en avería la unidad 6 de la CTE Nuevitas, la unidad 6 de la CTE Rente y las unidades 1 y 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 288 MW. Se encuentran fuera de servicio por combustible 44 centrales de generación distribuida, para un total de 185 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 40 MW y la entrada de la unidad 1 de la CTE Felton con 240 MW, la entrada de 8 motores de la patana de Melones y de la unidad 6 de la CTE Antonio Maceo (Renté) Con este pronóstico, se estima para la hora pico una disponibilidad de 2543 MW y una demanda máxima de 2850 MW, para un déficit de 319 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 390 MW en este horario. (Tomado de UNE-MINEM)","Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",18,http://www.cubadebate.cu/noticias/2024/06/09/union-electrica-pronostica-un-deficit-de-390-mw-durante-pico-nocturno/
Unión Eléctrica estima afectación de 550 MW en hora pico este sábado,2024-06-08 07:58:00,"Termoeléctrica Felton. Foto: Archivo. La Unión Eléctrica (UNE) estima para la hora pico de este sábado 8 de junio una disponibilidad de 2370 MW y una demanda máxima de 2850 MW, para un déficit de 480 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 550 MW en este horario. De acuerdo con la UNE, este viernes se afectó el servicio por déficit de capacidad desde las 09:07 horas de la mañana hasta las 22:51 horas de la noche. La máxima afectación en el día fue 598 MW a las 18:00 horas, coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas de este sábado es de 2330 MW, y la demanda de 2080 MW, con 75 MW afectados por altas transferencia hacia la zona centro oriental. S e estima para el horario del mediodía una máxima afectación de 400 MW fundamentalmente en la zona centro oriental. Se encuentra en avería la unidad 6 de la CTE Nuevitas, la unidad 6 de la CTE Rente y las unidades 1 y 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 340 MW. Se encuentran fuera de servicio por combustible 35 centrales de generación distribuida, para un total de 132 MW afectados por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 40 MW. (Con información de la UNE)","Apagón, Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",11,http://www.cubadebate.cu/noticias/2024/06/08/union-electrica-estima-afectacion-de-550-mw-en-hora-pico-este-sabado/
Unión Eléctrica prevé déficit de 460 MW en horario pico nocturno de este viernes,2024-06-07 09:52:00,"La Unión Eléctrica (UNE) prevé un déficit de 460 MW en horario pico nocturno de este viernes. Foto: Archivo/Cubadebate. La Unión Eléctrica (UNE) prevé un déficit de 460 MW en horario pico nocturno de este viernes, mientras que para horas del mediodía la afectación estimada es de 300 MW, según dio a conocer la empresa en su parte habitual. En el día de ayer se afectó el servicio por déficit de capacidad las 24 horas del día. El servicio quedó restablecido a las 00:07 horas de la madrugada de hoy. La máxima afectación en el día fue 577 MW a las 19:40 horas, no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2 490 MW la demanda 2 300 MW con todo el sistema con servicio, se estima para el horario del mediodía una afectación de 300 MW. Se encuentra en avería la unidad 6 de la CTE Nuevitas y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 359 MW. Se encuentran fuera de servicio por combustible 42 centrales de generación distribuida, para un total de 170 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 50 MW y la entrada de motores de la Generación Distribuida que están en espera de mantenimiento y se autoriza su uso con 70 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2610 MW y una demanda máxima de 3000 MW, para un déficit de 390 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 460 MW en este horario. (Con información de UNE-MINEM)","Apagones, Combustibles, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",9,http://www.cubadebate.cu/noticias/2024/06/07/union-electrica-preve-deficit-de-460-mw-en-horario-pico-nocturno-de-este-viernes/
UNE: Prevén afectación de 550 MW durante el mediodía y 885 MW en pico nocturno de este jueves,2024-06-06 09:03:00,"Termoeléctrica Lidio Ramón Pérez, de Felton1. La Unión Eléctrica (UNE) informa este jueves que en el día de ayer, 5 de junio de 2024, se afectó el servicio por déficit de capacidad a partir de las 06:12 horas de la mañana y no fue posible restablecer el servicio en la madrugada de hoy. De acuerdo con la fuente, la máxima afectación en el día fue 953 megawatts (MW) a las 20:40 horas , coincidente con la hora pico. La disponibilidad del Sistema Eléctrico Nacional (SEN) a las 07:00 horas de este jueves fue de 2175 MW, la demanda de 2475 MW, con 322 MW afectados, se estima para el horario del mediodía una afectación de 550 MW. Se encuentra en avería la unidad 8 de la CTE Mariel, la unidad 6 de la CTE Nuevitas y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 361 MW . Según la UNE, se encuentran fuera de servicio por combustible 58 centrales de generación distribuida , para un total de 377 MW afectados por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 80 MW y la entrada de la unidad 8 de la CTE Mariel con 80 MW (en proceso de arranque). Con este pronóstico, se estima para la hora pico una disponibilidad de 2335 MW y una demanda máxima de 3150 MW, para un déficit de 815 MW , por lo que de mantenerse las condiciones previstas se pronostica una afectación de 885 MW en ese horario. (Con información de la UNE)","Apagones, Combustibles, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",12,http://www.cubadebate.cu/noticias/2024/06/06/une-preven-afectacion-de-550-mw-durante-el-mediodia-y-885-mw-en-pico-nocturno-de-este-jueves/
Unión Eléctrica pronostica afectación de 760 MW para el horario pico-nocturno,2024-06-05 09:01:00,"En el día de ayer se afectó el servicio por déficit de capacidad desde las 06:15 horas hasta las 07:28 horas de la mañana y desde las 10:22 horas hasta las 02:48 horas de la madrugada de hoy. La máxima afectación en el día fue 667 MW a las 20:40 horas, no coincidente con la hora pico. A partir de las 06:12 horas de la mañana de hoy se comenzó a afectar el servicio por déficit de capacidad de generación, la disponibilidad del SEN a las 07:00 horas es de 2260 MW la demanda 2330 MW con 100 MW afectados, se estima para el horario del mediodía una afectación de 400 MW. Se encuentra en avería la unidad 3 de la CTE Santa Cruz y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 362 MW. Se encuentran fuera de servicio por combustible 59 centrales de generación distribuida, para un total de 378 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 100 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2360 MW y una demanda máxima de 3050 MW, para un déficit de 690 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 760 MW en este horario. (Con información de la UNE-MINEM)","Apagón, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",11,http://www.cubadebate.cu/noticias/2024/06/05/union-electrica-pronostica-afectacion-de-760-mw-para-el-horario-pico-nocturno/
UNE prevé afectación de 462 MW en pico nocturno este martes,2024-06-04 08:38:00,"Central termoeléctrica Antonio Guiteras. Foto: Archivo/ Cubadebate. La Unión Eléctrica informa que en el día de ayer se comenzó a afectar el servicio por déficit de capacidad a las 10:06 horas de la mañana , el servicio quedo restablecido a las 01:59 horas de la madrugada de hoy. La máxima afectación en el día fue 664 MW a las 20:40 horas, no coincidente con la hora pico. A partir de las 06:15 horas de la mañana de hoy se comenzó a afectar el servicio por déficit de capacidad de generación, la disponibilidad del SEN a las 07:00 horas es de 2320 MW la demanda 2300 MW con 65 MW afectados, se estima para el horario del mediodía una afectación de 400 MW. Se encuentra en avería la unidad 5 de la CTE Mariel, la unidad 3 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Rente. Se encuentra en mantenimiento la unidad 1 de la CTE Santa Cruz. Las limitaciones en la generación térmica son de 397 MW. La nota agrega que se encuentran fuera de servicio por combustible 55 centrales de generación distribuida , para un total de 360 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 100 MW, la entrada de la unidad 5 de la CTE Mariel (en proceso de arranque) con 64 MW, la entrada de la unidad 3 de la CTE Santa Cruz con 77 MW y la entrada de la patana de Regla con 47 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2608 MW y una demanda máxima de 3000 MW, para un déficit de 392 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 462 MW en este horario.","Apagón, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",12,http://www.cubadebate.cu/noticias/2024/06/04/une-preve-afectacion-de-462-mw-en-pico-nocturno-este-martes/
UNE prevé afectación de 400 MW al mediodía y de 680 MW en pico nocturno este lunes,2024-06-03 09:12:00,"La disponibilidad del SEN a las 07:00 horas de este lunes era de 2 440 MW y la demanda, de 2 350 MW, con todo el sistema con servicio. Se estima para el horario del mediodía una afectación de 400 MW. Este domingo fue afectado el servicio por déficit de capacidad las 24 horas. El servicio quedó restablecido a las 02:40 horas de la madrugada de este lunes. La máxima afectación en el día fue de 825 MW a las 20:40 horas, coincidente con la hora pico. En el parte de este lunes, la UNE informó que están en avería la unidad 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Rente; en mantenimiento, la unidad 1 de la CTE Santa Cruz. Las limitaciones en la generación térmica son de 414 MW. Están fuera de servicio por déficit de combustible 62 centrales de generación distribuida, para un total de 458 MW afectados. Para el pico se prevé la entrada de motores de la generación distribuida, que están fuera por déficit de combustible, con 150 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2 590 MW y una demanda máxima de 3 200 MW, para un déficit de 610 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 680 MW en este horario.","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",16,http://www.cubadebate.cu/noticias/2024/06/03/une-preve-afectacion-de-400-mw-al-mediodia-y-de-680-mw-en-pico-nocturno-este-lunes/
La Unión Eléctrica pronostica una afectación de 610 MW para el horario pico nocturno,2024-06-02 10:36:00,"La Unión Eléctrica estima para la hora pico nocturna de este domingo una disponibilidad de 2 610 MW y una demanda máxima de 3 150 MW, para un déficit de 540 MW. De mantenerse las condiciones previstas, se pronostica una afectación de 610 MW en este horario. La disponibilidad del SEN a las 07:00 horas era de 2 260 MW y la demanda de 2 430 MW, con 180 MW afectados por déficit de capacidad de generación. Se estima una máxima afectación de 400 MW en el horario diurno. De acuerdo con la Unión Eléctrica, la jornada de ayer se afectó el servicio por déficit de capacidad de generación las 2 horas, y la máxima afectación fue 873 MW a las 21:00 horas, coincidente con la hora pico. Presentan averías la unidad de la CTE Antonio Guiteras y la unidad 2 de la CTE Felton. Mientras, están en mantenimiento las unidades 1 y 3 de la CTE Santa Cruz. Las limitaciones en la generación térmica son de 369 MW. Se encuentran fuera de servicio por déficit de combustible 62 centrales de generación distribuida, para un total de 457 MW afectados por este concepto. Para el horario pico se estima la entrada de la unidad de la CTE Antonio Guiteras, con 250 MW, y motores de generación distribuida que se encuentran fuera por déficit de combustible, con 100 MW.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",11,http://www.cubadebate.cu/noticias/2024/06/02/la-union-electrica-pronostica-una-afectacion-de-610-mw-para-el-horario-pico-nocturno/
UNE estima afectación de 895 MW durante pico nocturno de este sábado,2024-06-01 08:53:00,"La central termoeléctrica Lidio Ramón (Felton). Foto: Juan Pablo Carreras Vidal/ ACN. La Unión Eléctrica estima para la hora pico nocturna de este sábado 1 de junio una disponibilidad de 2 475 MW y una demanda máxima de 3 300 MW, para un déficit de 825 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 895 MW en este horario. La disponibilidad del SEN a las 7 a.m. fue de 2 325 MW la demanda, 2 550 MW, con 254 MW afectados por déficit de capacidad de generación. Se estima una afectación máxima de 550 MW en el horario diurno. Presenta averías la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la 5 de la Mariel y las 1 y 3 de la Santa Cruz. Las limitaciones en la generación térmica son de 473 MW. Se encuentran fuera de servicio por combustible 64 centrales de generación distribuida, para un total de 472 MW afectado por este concepto. Para el pico se estima la entrada de motores de la generación distribuida que se encuentran fuera por combustible, con 150 MW. En el día de ayer se afectó el servicio por déficit de capacidad las 24 horas. La máxima afectación en el día fue 1 056 MW a las 8:40 p.m., coincidente con la hora pico.","Apagón, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica",14,http://www.cubadebate.cu/noticias/2024/06/01/une-estima-afectacion-de-895-mw-durante-pico-nocturno-de-este-sabado/
Unión Eléctrica estima un déficit de 1011 MW en hora pico de este 30 de mayo,2024-05-30 08:46:00,"La Unión Eléctrica estima para la hora pico de este 30 de mayo un déficit de 1011 MW, informó la empresa en su parte habitual. En el día de ayer se afectó el servicio por déficit de capacidad las 24 horas. La máxima afectación en el día fue 1283 MW a las 21:10 horas, coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2089 MW la demanda 2780 MW, con 784 MW afectado por déficit de capacidad de generación, se estima una máxima afectación de 950 MW en el horario diurno. Se encuentra en avería la unidad 8 de la CTE Mariel y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 5 de la CTE Mariel, las unidades 1 y 3 de la CTE Santa Cruz y la unidad 1 de la CTE Felton. Las limitaciones en la generación térmica son de 425 MW. Se encuentran fuera de servicio por combustible 47 centrales de generación distribuida y la patana de Melones, para un total de 487 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 80 MW, la entrada 8 motores con 140 MW en la patana de Melones y la entrada de la unidad 8 de la CTE Mariel con 80 MW (en proceso de arranque). Con este pronóstico, se estima para la hora pico una disponibilidad de 2389 MW y una demanda máxima de 3400 MW, para un déficit de 1011 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1081 MW en este horario. (Con información de la UNE)","Ahorro, Apagón, Apagones, Economía, Electricidad, Empresa Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",9,http://www.cubadebate.cu/noticias/2024/05/30/union-electrica-estima-un-deficit-de-1011-mw-en-hora-pico-de-este-30-de-mayo/
"UNE pronostica afectación durante todo el día, con déficit de más de 1000 MW en horario pico nocturno",2024-05-29 08:40:00,"La Unión Eléctrica pronostica afectación al servicio durante todo el día, con déficit de más de 1000 MW en horario pico nocturno, según dio a conocer la empresa en su parte habitual. La disponibilidad del SEN a las 07:00 horas es de 2100 MW la demanda 2820 MW, con 748 MW afectados por déficit de capacidad de generación. Se estima una máxima afectación de 950 MW en el horario diurno. Se encuentra en avería las unidades 6 y 8 de la CTE Mariel y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 5 de la CTE Mariel, la unidad 4 de Energas Varadero, las unidades 1 y 3 de la CTE Santa Cruz y la unidad 1 de la CTE Felton. Las limitaciones en la generación térmica son de 394 MW. Se encuentran fuera de servicio por combustible 54 centrales de generación distribuida, con 398 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 80 MW, la entrada de la unidad 6 de la CTE Mariel con 95 MW, la entrada de la unidad 4 de Energas Varadero con 30 MW y la entrada de la unidad de Puerto Escondido con 14 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2319 MW y una demanda máxima de 3360 MW, para un déficit de 1041 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1111 MW en este horario. En el día de ayer se afectó el servicio por déficit de capacidad las 24 horas. La máxima afectación en el día fue 1359 MW a las 20:50 horas, coincidente con la hora pico. (Con información de la UNE)","Combustibles, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",31,http://www.cubadebate.cu/noticias/2024/05/29/une-pronostica-afectacion-durante-todo-el-dia-con-deficit-de-mas-de-1000-mw-en-horario-pico-nocturno/
UNE prevé afectación de 1 440 MW durante horario pico nocturno este martes,2024-05-28 08:35:00,"Termoeléctrica Antonio Guiteras, de Matanzas. Foto: Roberto Jesús Hernández / Archivo. La Unión Nacional Eléctrica informa que este lunes 27 de mayo fue afectado el servicio por déficit de capacidad las 24 horas. La máxima afectación en el día fue de 1 356 MW a las 21:00 horas, coincidente con la hora pico. La disponibilidad del sistema eléctrico nacional (SEN) a las 07:00 horas de este martes fue de 1 900 MW, la demanda de 2 790 MW, con 825 MW afectados por déficit de capacidad de generación. Se estima una máxima afectación de 950 MW en el horario diurno. Están en avería las unidades 6 y 8 de la CTE Mariel, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Rente; en mantenimiento, la unidad 5 de la CTE Mariel, la planta de Energas Varadero, las unidades 1 y 3 de la CTE Santa Cruz y la unidad 1 de la CTE Felton. Las limitaciones en la generación térmica son de 375 MW. Están fuera de servicio por falta de combustible 51 centrales de generación distribuida, con 392 MW afectados. Para el pico, se estima la entrada de motores de la generación distribuida que están fuera por déficit de combustible, con 80 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 1 980 MW y una demanda máxima de 3 350 MW, para un déficit de 1 370 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 440 MW en este horario.","Combustibles, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",8,http://www.cubadebate.cu/noticias/2024/05/28/une-preven-afectacion-de-1440-mw-durante-horario-pico-nocturno-de-este-martes/
La Unión Eléctrica estima una afectación de 1 040 MW para el horario pico nocturno,2024-05-27 09:02:00,"La Unión Eléctrica estima para la hora pico nocturna una disponibilidad de 2 330 MW y una demanda máxima de 3 300 MW, para un déficit de 970 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 1 040 MW en este horario. La disponibilidad del SEN a las 07:00 horas era de 2 100 MW y la demanda de 2 670 MW, con 586 MW afectados por déficit de capacidad de generación. Por tanto, se estima una máxima afectación de 900 MW en el horario diurno. En la jornada de ayer se afectó el servicio por déficit de capacidad de generación las 24 horas. La máxima afectación en el día fue 1 226 MW a las 20:50 horas, coincidente con la hora pico. Presentan averías la unidad 2 de la CTE Felton y la unidad 6 de Nuevitas. Se encuentran en mantenimiento la unidad 5 de la CTE Mariel, la planta de Energas Varadero, las unidades 1 y 3 de la CTE Santa Cruz y la unidad 1 de la CTE Felton. Las limitaciones en la generación térmica son de 388 MW. Igualmente, se encuentran fuera de servicio por combustible 44 centrales de generación distribuida, con 338 MW afectados por este concepto. Para el horario pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 150 MW, y la entrada de la unidad 6 de la CTE Nuevitas, con 80 MW.","Apagones, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",3,http://www.cubadebate.cu/noticias/2024/05/27/la-union-electrica-estima-una-afectacion-de-1-040-mw-para-el-horario-pico-nocturno/
Unión Eléctrica pronostica alto déficit en horario pico nocturno este domingo,2024-05-26 09:00:00,"Este sábado se afectó el servicio por déficit de capacidad durante las 24 horas. La máxima afectación en el día fue 1166 MW a 20:50 horas, no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2155 MW la demanda 2450 MW, con 360 MW afectado por déficit de capacidad de generación, se estima una máxima afectación de 850 MW en el horario diurno. Se encuentra en avería la unidad 2 de la CTE Felton y la unidad 6 de Nuevitas. Se encuentran en mantenimiento la unidad 5 de la CTE Mariel, la planta de Energas Varadero, las unidades 1 y 3 de la CTE Santa Cruz y la unidad 1 de la CTE Felton. Las limitaciones en la generación térmica son de 380 MW. Se encuentran fuera de servicio por combustible 50 centrales de generación distribuida, con 320 MW afectado por este concepto. Para el pico se estima la entrada de motores en Generación Distribuida que se encuentran fuera por combustible con 80 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2235 MW y una demanda máxima de 3220 MW, para un déficit de 985 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1055 MW en este horario.","Apagones, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",16,http://www.cubadebate.cu/noticias/2024/05/26/union-electrica-pronostica-alto-deficit-en-horario-pico-nocturno-este-domingo/
UNE pronostica afectación de 880 MW durante pico nocturno de este sábado,2024-05-25 08:05:00,"Termoeléctrica Lidio Ramón Pérez, de Felton1 La Unión Eléctrica informa que en el día de ayer se afectó el servicio por déficit de capacidad las 24 horas. La máxima afectación en el día fue 963 MW a las 22:50 horas , no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2085 MW la demanda 2400 MW, con 445 MW afectado por déficit de capacidad de generación, se estima una máxima afectación de 800 MW en el horario diurno. Se encuentra en avería la unidad 2 de la CTE Felton, las unidades 5 y 6 de Nuevitas y las unidades 5 y 6 de Rente. Se encuentran en mantenimiento la unidad 5 de la CTE Mariel, la planta de Energas Varadero, las unidades 1 y 3 de la CTE Santa Cruz y la unidad 1 de la CTE Felton. Las limitaciones en la generación térmica son de 267 MW. La nota agrega que se encuentran fuera de servicio por combustible 37 centrales de generación distribuida, con 258 MW afectado por este concepto. Para el pico se estima la entrada de motores de la Generación Distribuida que se encuentran fuera por combustible con 100 MW, la entrada de la unidad 6 de la CTE Rente con 65 MW y la entrada de la unidad 5 de la CTE Nuevitas con 70 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2320 MW y una demanda máxima de 3130 MW, para un déficit de 810 MW , por lo que de mantenerse las condiciones previstas se pronostica una afectación de 880 MW en este horario.","Combustibles, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",40,http://www.cubadebate.cu/noticias/2024/05/25/une-pronostica-afectacion-de-880-mw-durante-pico-nocturno-de-este-sabado/
